object_id,galaxy_class,bar_class,edge_on_class,image_local_path
2715254835639062602,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157957_2715254835639062602_gz_arcsinh_vis_y.jpg
-604618303504775195,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019128_NEG604618303504775195_gz_arcsinh_vis_y.jpg
-651387103473019828,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021990_NEG651387103473019828_gz_arcsinh_vis_y.jpg
-615131851492785960,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020062_NEG615131851492785960_gz_arcsinh_vis_y.jpg
-514147309287287351,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043546_NEG514147309287287351_gz_arcsinh_vis_y.jpg
-522708884300934932,E,No Bar,Not Edge-On,./Galaxy_cutouts/102041656_NEG522708884300934932_gz_arcsinh_vis_y.jpg
2653571642653866667,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158887_2653571642653866667_gz_arcsinh_vis_y.jpg
-607199271484931641,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021013_NEG607199271484931641_gz_arcsinh_vis_y.jpg
2653334810670911553,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159772_2653334810670911553_gz_arcsinh_vis_y.jpg
2667454138651366745,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158583_2667454138651366745_gz_arcsinh_vis_y.jpg
-523644072265777048,E,No Bar,Not Edge-On,./Galaxy_cutouts/102046111_NEG523644072265777048_gz_arcsinh_vis_y.jpg
-635361529482116410,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021500_NEG635361529482116410_gz_arcsinh_vis_y.jpg
-574337965494597242,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020056_NEG574337965494597242_gz_arcsinh_vis_y.jpg
2685004393640882215,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157955_2685004393640882215_gz_arcsinh_vis_y.jpg
-595822768480497774,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021494_NEG595822768480497774_gz_arcsinh_vis_y.jpg
-530894124289282531,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042915_NEG530894124289282531_gz_arcsinh_vis_y.jpg
-624672264480596187,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021498_NEG624672264480596187_gz_arcsinh_vis_y.jpg
2667381019666876125,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159484_2667381019666876125_gz_arcsinh_vis_y.jpg
2674532547654943910,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158889_2674532547654943910_gz_arcsinh_vis_y.jpg
-516617123286386685,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043546_NEG516617123286386685_gz_arcsinh_vis_y.jpg
-619428188465616276,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022975_NEG619428188465616276_gz_arcsinh_vis_y.jpg
2730197095684540367,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160611_2730197095684540367_gz_arcsinh_vis_y.jpg
2669633015654183958,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158889_2669633015654183958_gz_arcsinh_vis_y.jpg
-561750552491260317,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020528_NEG561750552491260317_gz_arcsinh_vis_y.jpg
-512802211275216165,E,No Bar,Edge-On,./Galaxy_cutouts/102044821_NEG512802211275216165_gz_arcsinh_vis_y.jpg
2690910010672097053,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159775_2690910010672097053_gz_arcsinh_vis_y.jpg
-641956036474651667,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021989_NEG641956036474651667_gz_arcsinh_vis_y.jpg
-593521083495031311,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020059_NEG593521083495031311_gz_arcsinh_vis_y.jpg
-567374287483100647,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021008_NEG567374287483100647_gz_arcsinh_vis_y.jpg
-570817830487411557,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020530_NEG570817830487411557_gz_arcsinh_vis_y.jpg
-649346958467705001,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022482_NEG649346958467705001_gz_arcsinh_vis_y.jpg
-568896969477539894,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021491_NEG568896969477539894_gz_arcsinh_vis_y.jpg
2701527803659190566,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159192_2701527803659190566_gz_arcsinh_vis_y.jpg
-574609182487853183,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020530_NEG574609182487853183_gz_arcsinh_vis_y.jpg
-647089087465172648,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022979_NEG647089087465172648_gz_arcsinh_vis_y.jpg
-606827509508381078,E,No Bar,Not Edge-On,./Galaxy_cutouts/102018669_NEG606827509508381078_gz_arcsinh_vis_y.jpg
-624932422485342228,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021016_NEG624932422485342228_gz_arcsinh_vis_y.jpg
2691870420684154046,E,Bar,Not Edge-On,./Galaxy_cutouts/102160608_2691870420684154046_gz_arcsinh_vis_y.jpg
-600114641474837257,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021983_NEG600114641474837257_gz_arcsinh_vis_y.jpg
-654443329461947982,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023482_NEG654443329461947982_gz_arcsinh_vis_y.jpg
-645541265462395134,E,No Bar,Edge-On,./Galaxy_cutouts/102023481_NEG645541265462395134_gz_arcsinh_vis_y.jpg
-539458723288961210,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042917_NEG539458723288961210_gz_arcsinh_vis_y.jpg
-511990433268863198,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045464_NEG511990433268863198_gz_arcsinh_vis_y.jpg
-640252679457156906,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023986_NEG640252679457156906_gz_arcsinh_vis_y.jpg
2701312168650625326,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158586_2701312168650625326_gz_arcsinh_vis_y.jpg
-620423707476999904,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021986_NEG620423707476999904_gz_arcsinh_vis_y.jpg
-525951002273467898,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044824_NEG525951002273467898_gz_arcsinh_vis_y.jpg
-644061817469537363,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022482_NEG644061817469537363_gz_arcsinh_vis_y.jpg
-538635854268324360,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045468_NEG538635854268324360_gz_arcsinh_vis_y.jpg
-583217029485599340,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021010_NEG583217029485599340_gz_arcsinh_vis_y.jpg
2678062739680677157,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160335_2678062739680677157_gz_arcsinh_vis_y.jpg
-657267137459602538,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023482_NEG657267137459602538_gz_arcsinh_vis_y.jpg
2666685779657021972,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158888_2666685779657021972_gz_arcsinh_vis_y.jpg
2674690910645814812,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2674690910645814812_gz_arcsinh_vis_y.jpg
-638912022484494251,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021018_NEG638912022484494251_gz_arcsinh_vis_y.jpg
-633332121458506289,E,Bar,Not Edge-On,./Galaxy_cutouts/102023479_NEG633332121458506289_gz_arcsinh_vis_y.jpg
2660048741637779705,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157952_2660048741637779705_gz_arcsinh_vis_y.jpg
-642507211470252182,E,No Bar,Edge-On,./Galaxy_cutouts/102022481_NEG642507211470252182_gz_arcsinh_vis_y.jpg
-624817869496122884,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020063_NEG624817869496122884_gz_arcsinh_vis_y.jpg
2712936551660952456,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159193_2712936551660952456_gz_arcsinh_vis_y.jpg
2677640775675792204,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160057_2677640775675792204_gz_arcsinh_vis_y.jpg
2660366038671510020,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159772_2660366038671510020_gz_arcsinh_vis_y.jpg
2720740070640613122,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157958_2720740070640613122_gz_arcsinh_vis_y.jpg
-526122161301404802,E,No Bar,Not Edge-On,./Galaxy_cutouts/102041657_NEG526122161301404802_gz_arcsinh_vis_y.jpg
-654324197462367077,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023482_NEG654324197462367077_gz_arcsinh_vis_y.jpg
-645048555475621964,E,No Bar,Edge-On,./Galaxy_cutouts/102021989_NEG645048555475621964_gz_arcsinh_vis_y.jpg
2662772673653020634,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158888_2662772673653020634_gz_arcsinh_vis_y.jpg
-664252424480435099,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021504_NEG664252424480435099_gz_arcsinh_vis_y.jpg
-567126715483056922,E,No Bar,Edge-On,./Galaxy_cutouts/102021008_NEG567126715483056922_gz_arcsinh_vis_y.jpg
-615717048468757391,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022478_NEG615717048468757391_gz_arcsinh_vis_y.jpg
-525562228267494247,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045466_NEG525562228267494247_gz_arcsinh_vis_y.jpg
-572280431505046301,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019124_NEG572280431505046301_gz_arcsinh_vis_y.jpg
-641659851483585966,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021018_NEG641659851483585966_gz_arcsinh_vis_y.jpg
-527401845286598594,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043548_NEG527401845286598594_gz_arcsinh_vis_y.jpg
-648559621482791823,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021019_NEG648559621482791823_gz_arcsinh_vis_y.jpg
-614788190476352396,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021985_NEG614788190476352396_gz_arcsinh_vis_y.jpg
-625473575475343927,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021986_NEG625473575475343927_gz_arcsinh_vis_y.jpg
2752983052664785080,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159491_2752983052664785080_gz_arcsinh_vis_y.jpg
2675136792645363555,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158272_2675136792645363555_gz_arcsinh_vis_y.jpg
-651232163484909747,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021019_NEG651232163484909747_gz_arcsinh_vis_y.jpg
2668989310645678876,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2668989310645678876_gz_arcsinh_vis_y.jpg
-641967200455691647,E,No Bar,Edge-On,./Galaxy_cutouts/102023986_NEG641967200455691647_gz_arcsinh_vis_y.jpg
2677502877634171266,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157631_2677502877634171266_gz_arcsinh_vis_y.jpg
-517436570297130675,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042283_NEG517436570297130675_gz_arcsinh_vis_y.jpg
-590810504511529072,E,No Bar,Not Edge-On,./Galaxy_cutouts/102018667_NEG590810504511529072_gz_arcsinh_vis_y.jpg
-530087733299534259,E,No Bar,Not Edge-On,./Galaxy_cutouts/102041657_NEG530087733299534259_gz_arcsinh_vis_y.jpg
-593384605484577769,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021011_NEG593384605484577769_gz_arcsinh_vis_y.jpg
2670502350639189331,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157953_2670502350639189331_gz_arcsinh_vis_y.jpg
-616067369471376662,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022478_NEG616067369471376662_gz_arcsinh_vis_y.jpg
-582882379475494096,E,No Bar,Edge-On,./Galaxy_cutouts/102021981_NEG582882379475494096_gz_arcsinh_vis_y.jpg
-598416977465525176,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022972_NEG598416977465525176_gz_arcsinh_vis_y.jpg
2674240496644816488,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2674240496644816488_gz_arcsinh_vis_y.jpg
-582603244484884210,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021010_NEG582603244484884210_gz_arcsinh_vis_y.jpg
-529073043271015372,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045467_NEG529073043271015372_gz_arcsinh_vis_y.jpg
2658028661663767691,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159483_2658028661663767691_gz_arcsinh_vis_y.jpg
-542839378270397324,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045469_NEG542839378270397324_gz_arcsinh_vis_y.jpg
-585139328484309600,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021010_NEG585139328484309600_gz_arcsinh_vis_y.jpg
2688039736676674372,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160058_2688039736676674372_gz_arcsinh_vis_y.jpg
-586930835495521647,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020058_NEG586930835495521647_gz_arcsinh_vis_y.jpg
-621715828460433741,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023477_NEG621715828460433741_gz_arcsinh_vis_y.jpg
-529957369273096015,E,No Bar,Edge-On,./Galaxy_cutouts/102044824_NEG529957369273096015_gz_arcsinh_vis_y.jpg
2642023721657545710,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159187_2642023721657545710_gz_arcsinh_vis_y.jpg
2649422050648139503,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158581_2649422050648139503_gz_arcsinh_vis_y.jpg
-641267900466868454,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022978_NEG641267900466868454_gz_arcsinh_vis_y.jpg
2706433887679907628,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160337_2706433887679907628_gz_arcsinh_vis_y.jpg
-562673389486521760,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021007_NEG562673389486521760_gz_arcsinh_vis_y.jpg
2713072909638735570,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157957_2713072909638735570_gz_arcsinh_vis_y.jpg
-644559351484432519,E,Bar,Not Edge-On,./Galaxy_cutouts/102021018_NEG644559351484432519_gz_arcsinh_vis_y.jpg
-593417540473852705,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021982_NEG593417540473852705_gz_arcsinh_vis_y.jpg
2672653609654365849,E,No Bar,Edge-On,./Galaxy_cutouts/102158889_2672653609654365849_gz_arcsinh_vis_y.jpg
2692015977657578559,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159191_2692015977657578559_gz_arcsinh_vis_y.jpg
-609582734462637377,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022974_NEG609582734462637377_gz_arcsinh_vis_y.jpg
-619487271488502744,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020536_NEG619487271488502744_gz_arcsinh_vis_y.jpg
-609341488466442037,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022974_NEG609341488466442037_gz_arcsinh_vis_y.jpg
2675518036655218730,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158889_2675518036655218730_gz_arcsinh_vis_y.jpg
-658540311485191953,E,No Bar,Edge-On,./Galaxy_cutouts/102021020_NEG658540311485191953_gz_arcsinh_vis_y.jpg
2698181666650352063,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158585_2698181666650352063_gz_arcsinh_vis_y.jpg
-635581684485221382,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021017_NEG635581684485221382_gz_arcsinh_vis_y.jpg
-543188567285065954,E,No Bar,Not Edge-On,./Galaxy_cutouts/102043551_NEG543188567285065954_gz_arcsinh_vis_y.jpg
-659012657469774296,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022484_NEG659012657469774296_gz_arcsinh_vis_y.jpg
-537609129292117337,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042916_NEG537609129292117337_gz_arcsinh_vis_y.jpg
-600357523471628650,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022476_NEG600357523471628650_gz_arcsinh_vis_y.jpg
-532751844267693078,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045467_NEG532751844267693078_gz_arcsinh_vis_y.jpg
-560803071486144661,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021007_NEG560803071486144661_gz_arcsinh_vis_y.jpg
2639208298663913659,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159482_2639208298663913659_gz_arcsinh_vis_y.jpg
2681713450654668436,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158890_2681713450654668436_gz_arcsinh_vis_y.jpg
2657245290677842279,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160333_2657245290677842279_gz_arcsinh_vis_y.jpg
2687481191680003660,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160336_2687481191680003660_gz_arcsinh_vis_y.jpg
2655702833648037885,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158582_2655702833648037885_gz_arcsinh_vis_y.jpg
2706511153675530384,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160060_2706511153675530384_gz_arcsinh_vis_y.jpg
2672502542679077253,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160335_2672502542679077253_gz_arcsinh_vis_y.jpg
2708339113672808543,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160060_2708339113672808543_gz_arcsinh_vis_y.jpg
2653014000660044061,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159188_2653014000660044061_gz_arcsinh_vis_y.jpg
2640520740667121604,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159482_2640520740667121604_gz_arcsinh_vis_y.jpg
-535883225299485569,E,No Bar,Not Edge-On,./Galaxy_cutouts/102041658_NEG535883225299485569_gz_arcsinh_vis_y.jpg
-625727100501048884,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019594_NEG625727100501048884_gz_arcsinh_vis_y.jpg
2739712734687477731,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160611_2739712734687477731_gz_arcsinh_vis_y.jpg
-560892678500338023,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019586_NEG560892678500338023_gz_arcsinh_vis_y.jpg
2756572487652183797,E,No Bar,Edge-On,./Galaxy_cutouts/102158590_2756572487652183797_gz_arcsinh_vis_y.jpg
-569938752489882906,E,No Bar,Edge-On,./Galaxy_cutouts/102020530_NEG569938752489882906_gz_arcsinh_vis_y.jpg
-601918268466639865,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022973_NEG601918268466639865_gz_arcsinh_vis_y.jpg
-509373455281880612,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044181_NEG509373455281880612_gz_arcsinh_vis_y.jpg
-650847662478248899,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021502_NEG650847662478248899_gz_arcsinh_vis_y.jpg
-584009614474779718,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021981_NEG584009614474779718_gz_arcsinh_vis_y.jpg
-622626757484820338,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021015_NEG622626757484820338_gz_arcsinh_vis_y.jpg
-528927626261838030,E,No Bar,Not Edge-On,./Galaxy_cutouts/102046760_NEG528927626261838030_gz_arcsinh_vis_y.jpg
-622801623477571686,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021498_NEG622801623477571686_gz_arcsinh_vis_y.jpg
-654712491472487171,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022483_NEG654712491472487171_gz_arcsinh_vis_y.jpg
-541154374290586752,E,No Bar,Edge-On,./Galaxy_cutouts/102042917_NEG541154374290586752_gz_arcsinh_vis_y.jpg
-525904625298581843,E,No Bar,Not Edge-On,./Galaxy_cutouts/102041657_NEG525904625298581843_gz_arcsinh_vis_y.jpg
2708106820653058679,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158892_2708106820653058679_gz_arcsinh_vis_y.jpg
2758809253672423416,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159780_2758809253672423416_gz_arcsinh_vis_y.jpg
2741634301684715171,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160611_2741634301684715171_gz_arcsinh_vis_y.jpg
2756964478668034992,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159780_2756964478668034992_gz_arcsinh_vis_y.jpg
-591004340486817163,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021011_NEG591004340486817163_gz_arcsinh_vis_y.jpg
2691314156678847299,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160336_2691314156678847299_gz_arcsinh_vis_y.jpg
-611891351461982359,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023476_NEG611891351461982359_gz_arcsinh_vis_y.jpg
-515157997282299595,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044182_NEG515157997282299595_gz_arcsinh_vis_y.jpg
-566467649496473688,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020055_NEG566467649496473688_gz_arcsinh_vis_y.jpg
-566041267507432032,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019123_NEG566041267507432032_gz_arcsinh_vis_y.jpg
2658764883661576372,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159189_2658764883661576372_gz_arcsinh_vis_y.jpg
2623785311659254493,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159186_2623785311659254493_gz_arcsinh_vis_y.jpg
2647026668672173027,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159771_2647026668672173027_gz_arcsinh_vis_y.jpg
2672212683646846266,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2672212683646846266_gz_arcsinh_vis_y.jpg
-670126161476714893,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021992_NEG670126161476714893_gz_arcsinh_vis_y.jpg
-655556434464250981,E,No Bar,Edge-On,./Galaxy_cutouts/102022980_NEG655556434464250981_gz_arcsinh_vis_y.jpg
-622290323477990491,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021498_NEG622290323477990491_gz_arcsinh_vis_y.jpg
-547556612274674247,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044828_NEG547556612274674247_gz_arcsinh_vis_y.jpg
2677982653677220965,E,Bar,Edge-On,./Galaxy_cutouts/102160057_2677982653677220965_gz_arcsinh_vis_y.jpg
-605562924464663248,E,No Bar,Edge-On,./Galaxy_cutouts/102022973_NEG605562924464663248_gz_arcsinh_vis_y.jpg
2694078832636366105,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157633_2694078832636366105_gz_arcsinh_vis_y.jpg
-629527697477493771,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021987_NEG629527697477493771_gz_arcsinh_vis_y.jpg
-587996870473358033,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021981_NEG587996870473358033_gz_arcsinh_vis_y.jpg
2687893852679743671,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160336_2687893852679743671_gz_arcsinh_vis_y.jpg
-620063315488092274,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020536_NEG620063315488092274_gz_arcsinh_vis_y.jpg
2742426770662649434,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159490_2742426770662649434_gz_arcsinh_vis_y.jpg
2743428560684465124,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160612_2743428560684465124_gz_arcsinh_vis_y.jpg
-632130788458002951,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023479_NEG632130788458002951_gz_arcsinh_vis_y.jpg
2678167401674419976,E,No Bar,Edge-On,./Galaxy_cutouts/102160057_2678167401674419976_gz_arcsinh_vis_y.jpg
2672339165639520605,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157953_2672339165639520605_gz_arcsinh_vis_y.jpg
-579702737478137436,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021492_NEG579702737478137436_gz_arcsinh_vis_y.jpg
-630516906485202429,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021016_NEG630516906485202429_gz_arcsinh_vis_y.jpg
2687289091680705976,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160336_2687289091680705976_gz_arcsinh_vis_y.jpg
-612866284495248238,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020061_NEG612866284495248238_gz_arcsinh_vis_y.jpg
-531974557260597526,E,No Bar,Edge-On,./Galaxy_cutouts/102046761_NEG531974557260597526_gz_arcsinh_vis_y.jpg
-539838191295158158,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042286_NEG539838191295158158_gz_arcsinh_vis_y.jpg
-526075323288694011,E,No Bar,Not Edge-On,./Galaxy_cutouts/102042914_NEG526075323288694011_gz_arcsinh_vis_y.jpg
-608254187507181607,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019128_NEG608254187507181607_gz_arcsinh_vis_y.jpg
-588170879475080008,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021981_NEG588170879475080008_gz_arcsinh_vis_y.jpg
-530265173281396260,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044185_NEG530265173281396260_gz_arcsinh_vis_y.jpg
2669421302667340707,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159484_2669421302667340707_gz_arcsinh_vis_y.jpg
2686889289686094442,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160607_2686889289686094442_gz_arcsinh_vis_y.jpg
-611129763465631830,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022974_NEG611129763465631830_gz_arcsinh_vis_y.jpg
2714397153643971110,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158275_2714397153643971110_gz_arcsinh_vis_y.jpg
-598492998472789838,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021983_NEG598492998472789838_gz_arcsinh_vis_y.jpg
-616846806470568831,E,No Bar,Not Edge-On,./Galaxy_cutouts/102022478_NEG616846806470568831_gz_arcsinh_vis_y.jpg
-540706786285894899,E,No Bar,Edge-On,./Galaxy_cutouts/102043550_NEG540706786285894899_gz_arcsinh_vis_y.jpg
2685312889669449294,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159774_2685312889669449294_gz_arcsinh_vis_y.jpg
-603386626505116645,E,No Bar,Not Edge-On,./Galaxy_cutouts/102019128_NEG603386626505116645_gz_arcsinh_vis_y.jpg
2726235433681658111,E,No Bar,Not Edge-On,./Galaxy_cutouts/102160339_2726235433681658111_gz_arcsinh_vis_y.jpg
2678011027658711856,E,No Bar,Not Edge-On,./Galaxy_cutouts/102159190_2678011027658711856_gz_arcsinh_vis_y.jpg
2704501477654046385,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158892_2704501477654046385_gz_arcsinh_vis_y.jpg
-606474888497432119,E,No Bar,Not Edge-On,./Galaxy_cutouts/102020061_NEG606474888497432119_gz_arcsinh_vis_y.jpg
-528733761267931771,E,No Bar,Not Edge-On,./Galaxy_cutouts/102045467_NEG528733761267931771_gz_arcsinh_vis_y.jpg
-633258008460232537,E,No Bar,Not Edge-On,./Galaxy_cutouts/102023479_NEG633258008460232537_gz_arcsinh_vis_y.jpg
-662801321473365727,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021991_NEG662801321473365727_gz_arcsinh_vis_y.jpg
2675355091636251147,E,No Bar,Not Edge-On,./Galaxy_cutouts/102157631_2675355091636251147_gz_arcsinh_vis_y.jpg
-658947601484243480,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021020_NEG658947601484243480_gz_arcsinh_vis_y.jpg
-654253885487191367,E,No Bar,Not Edge-On,./Galaxy_cutouts/102021020_NEG654253885487191367_gz_arcsinh_vis_y.jpg
-538631933275961373,E,No Bar,Not Edge-On,./Galaxy_cutouts/102044826_NEG538631933275961373_gz_arcsinh_vis_y.jpg
2670344183643451167,E,No Bar,Not Edge-On,./Galaxy_cutouts/102158271_2670344183643451167_gz_arcsinh_vis_y.jpg
